msno,total_transactions,total_actual_paid,mean_actual_paid,mean_plan_days,total_cancellations,latest_auto_renew,latest_payment_method,average_under_overpayment,city,bd,registered_via,reg_year,reg_month,reg_day,account_age_days,num_100,num_unq,total_secs,total_active_days,skip_ratio,loop_ratio,secs_per_active_day,days_since_last_transaction,days_until_expiration,gender_male,gender_unknown,is_churn
rISqD6HlBHQAkBL6pm3yO3xGFYb8uMixiOTJ9wffKks=,19,2682,141.1578947368421,30.0,1,1,41,-7.84210526315789,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,57,-26,0,1,0
X9ysFBTkZbCc8qKg+yJL646OXVrn4xfsKZm/2nx2T0o=,18,1782,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,10.0,3.0,575.0,14405.0,20.939613020782296,3697513.24395752,414.0,0.0737892079835421,687.9302452438246,8931.191194796154,58,-27,0,1,0
wopT84PgaAAL6vMZeqC3c934UV9A3UaC1/wZgSz0G4w=,32,3480,108.75,29.0625,3,1,41,-4.65625,1.0,27.0,7.0,2012.0,1.0,14.0,1933.0,9004.0,15.738094988284208,2857676.253192425,630.0,0.1908155184554113,572.1146228661441,4535.993980686484,45,-14,0,1,0
itiOU6o2HEcVJwDT1SQkCxLjEoecHfXZjUOYG90fM1c=,11,1639,149.0,30.0,0,0,38,0.0,6.0,20.0,9.0,2011.0,7.0,8.0,2123.0,6537.0,21.229681228633176,2209185.3641910558,283.0,0.150663543938147,307.9178085823187,7806.308431547602,38,-8,1,0,0
X6RARA8GlNHmvXMc2o+jOEA5xIS/5Plaj+FbDgr+PJA=,20,3278,163.9,33.0,0,0,38,0.0,6.0,22.0,9.0,2014.0,12.0,15.0,867.0,52994.0,92.97875941630517,14345869.20830798,565.0,0.0713173307933579,569.9580703496248,25390.918503360703,37,-7,1,0,0
zLCGa3vV9M4rEXDTGUWCDeWPuwii9Sn5boOW2pH+BQA=,10,990,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2013.0,10.0,7.0,1301.0,3058.0,22.410254494850044,918753.6161971092,117.0,0.1281653743458259,136.45532834754087,7852.594339069793,40,-9,0,1,0
zSFmj74zjwPDPJmG0Xsr2wyRPDNKTyCfimnDiqSWWTE=,24,3427,142.79166666666666,23.75,0,1,31,24.83333333333333,13.0,31.0,3.0,2015.0,5.0,4.0,727.0,38455.0,60.77849019617191,10427233.951156616,623.0,0.0903873744417173,632.7072875421507,16737.132879270124,30,7,1,0,0
fAVVullm3AaBzfIjl7sbVUdi3VzIDD5jCFdq6UXw3sU=,18,1782,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,10.0,26.0,552.0,7529.0,29.3333317813052,2247734.4008102417,189.0,0.0758478459259305,256.6703806246311,11892.773978214296,35,-4,0,1,0
64iDjnXyvTN/fTWqd5ohW1O87/Cz3VLsUQp8D/lq+C0=,12,1788,149.0,30.0,0,1,40,0.0,14.0,28.0,9.0,2016.0,4.0,3.0,392.0,3173.0,15.562188280488146,1250525.561592102,201.0,0.2510192190816944,203.8915031675378,6221.519897397528,58,-25,0,1,0
qQ+FdXwM7Ot7V4ydUn+/bbyX5+gFJZgb55DGnyFsB00=,7,1080,154.28571428571428,26.714285714285715,0,0,36,0.0,6.0,30.0,3.0,2015.0,1.0,13.0,838.0,2741.0,24.473212100606062,776761.2259576321,112.0,0.2541298930660107,111.99996423569094,6935.367469678191,53,7,1,0,0
0mAi5N+HbH6cVIgL8W7ElJTTstFv3N0ll2laetp8RAI=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,22.0,32.0,9.0,2006.0,3.0,7.0,4072.0,23069.0,36.08923461629979,7356997.295201302,706.0,0.1949280725404923,639.220915961783,10420.675907924282,30,16,1,0,0
h/pjm0c8S5yKo1Cft56C1ulPkVV9tbOoT+1PkFQUqQQ=,29,3621,124.86206896551724,28.96551724137931,1,1,41,5.137931034482762,1.0,27.0,7.0,2012.0,1.0,10.0,1937.0,1862.0,17.96190305124733,547908.3782439232,105.0,0.2141540721925762,103.66379097190304,5218.174533925503,44,-12,0,1,0
heheXylIFBngaGJvCeQSadyggqyJkhtn4zXBXdwvA2k=,27,4023,149.0,29.0,0,1,40,5.518518518518505,5.0,40.0,9.0,2013.0,9.0,24.0,1314.0,5907.0,13.447836807943084,2325938.480239868,393.0,0.2116177681022531,439.2524754603079,5918.418374187492,37,-5,1,0,0
gampdoRVkTw0AeVrMQGU2zrlso0i83uwMkGLDDv9w0c=,23,3768,163.82608695652175,30.17391304347826,1,1,37,0.0,13.0,28.0,3.0,2013.0,7.0,23.0,1377.0,3281.0,21.80379608836733,967008.8625211716,158.0,0.1128679150745124,150.47831496494842,6120.30886910179,39,-9,0,1,0
hN6lrr9J2GTNugon3PrOPhnkhE7GTxwAQSnKloXRjtc=,7,693,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,36,-5,0,1,0
FhWkpN7CazmHrnTyOQ3qHaSTjUQ8K8Bde/+U12ipchA=,20,2731,136.55,30.0,1,1,41,-7.449999999999989,1.0,27.0,7.0,2015.0,10.0,24.0,554.0,2.0,1.9999800001999977,482.0,1.0,0.0,1.0000049999250002,481.9951800481995,37,-6,0,1,0
SI3OIPuzVFdOldT4iryAYprjBn+8VDf9+JrK8oAxOoU=,7,1043,149.0,30.0,0,1,40,0.0,3.0,27.0,9.0,2007.0,5.0,8.0,3645.0,0.0,0.9999900000999988,31.80599975585937,1.0,0.999995000025,0.0,31.80568169904238,40,-10,0,0,0
xPFYV+tsnp5sc6F6PS/06X7RkD+o411kiKaeJ4edOh4=,29,3471,119.6896551724138,28.96551724137931,1,1,41,4.448275862068968,1.0,27.0,7.0,2010.0,7.0,7.0,2489.0,2599.0,19.429410621799374,839289.4076871872,170.0,0.4144077229587677,133.76621210639604,4936.996225395441,54,156,0,1,0
L7MNKeP4oDMmdJjS/Er79gHSeMaIVWMqkz6L4koEV5k=,27,4023,149.0,29.03703703703704,0,1,37,5.518518518518505,5.0,29.0,9.0,2008.0,8.0,13.0,3182.0,4914.0,29.174876128697637,1826902.2955420015,406.0,0.5276196333838902,168.4325340062385,4499.759237794112,53,-23,0,0,0
W5kcDe0taTtDeQtghZ+z1o4O9iwXDq+8ZX1zyWwbBqY=,11,3278,298.0,64.63636363636364,1,1,40,0.0,13.0,34.0,9.0,2007.0,3.0,15.0,3699.0,2583.0,9.593218713013776,702751.8199567795,59.0,0.0614466289977295,269.25241514319464,11911.0457770563,34,-4,1,0,0
8pdJFJ3hIctI1sgLz+GyJSeEN6Jw0rC21BxR6Tk5vtw=,11,1639,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,5.0,15.0,350.0,2587.0,14.533678003436371,827414.2921625376,193.0,0.2438500113593264,178.00024325472825,4287.120462649394,47,-16,0,1,0
6YJePxjY1WWaG8VJm9A0MYqFd9KhnH3D9ra+5ilJf5o=,18,2682,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,8.0,29.0,610.0,2938.0,27.391606476111438,1016083.816696167,143.0,0.2233131392869999,107.25909522580626,7105.480738750766,30,0,0,1,0
OsFqgh/cwI6X/nhKuLoK0WP7skNPiDW3gbUQx2bWEZE=,27,3483,129.0,28.88888888888889,0,1,41,4.777777777777772,1.0,27.0,7.0,2011.0,12.0,26.0,1952.0,5593.0,12.99518040975469,2304068.5011878014,415.0,0.2582175157090034,430.3899999650393,5551.972158236337,36,112,0,1,0
cvfRxuMxUecY7HkahGoDLLG5VFUCpBYRylLNxofO630=,17,1683,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,11.0,11.0,536.0,4213.0,7.301169377158791,1283246.7592773438,342.0,0.253539822634897,577.0300635511113,3752.1833969459353,50,-19,0,1,0
EgecpWm2lfEtMBkM0oxYCGJffrzwPapwkBIrQ1Tx4xE=,20,2831,141.55,30.0,0,1,40,-7.449999999999989,22.0,21.0,9.0,2009.0,12.0,7.0,2701.0,30426.0,37.41067684988344,8135784.537959576,487.0,0.1063996638828176,813.2970164939593,16705.922732854924,47,-14,1,0,0
ZWStuIB4Dj1Qoq4htGgUUesVierkDQvKKoeHglu+4JA=,19,1881,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,30,0,0,1,0
gw/uYu4QnEAXFN8RGfij0wiXA7sE7SRhT8+K2H6mr6Y=,13,1937,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,3.0,7.0,419.0,3777.0,15.16666576388894,1078298.336539507,168.0,0.0883587362748868,249.032817658886,6418.442097351702,55,-24,0,1,0
3toc1sCPZHghzc+xhyYWMtgTKLZQOs1GEyxGasTpgbI=,5,495,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,11.0,11.0,170.0,2688.0,26.757139034694426,696736.7477912903,70.0,0.0823493791027872,100.45913324004096,9953.38068939262,51,-20,0,1,0
3xh2FGSwj3BjGLwyoXBIl/aSrmY+w9lH39wUdbUVKR0=,27,4023,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2013.0,12.0,23.0,1224.0,28.0,4.833325277791204,7818.302032470703,6.0,0.3913042911153201,5.79310111770185,1303.0481669981723,39,-8,0,1,0
BnTMSzCPeXbCdAZ4VPkEuy+jYNCkgYwR2f0kDnanums=,9,891,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,7.0,26.0,278.0,473.0,13.54285520816354,173255.78497695923,70.0,0.3847795136217673,34.926139537657,2475.0822889448045,35,-4,0,1,0
b1LQm+6RXFDILbu47e0zC9EbH69kINcP2ZjvnYq+/TA=,9,1490,165.55555555555554,36.66666666666666,1,1,40,0.0,15.0,27.0,4.0,2016.0,5.0,12.0,353.0,3890.0,28.231248235546985,1170298.8555465045,160.0,0.2208883549633196,137.7905287658048,7314.36739001769,33,-3,0,0,0
1hh/0lYbZm5qq+aog7ajbsaTZdJ23yVfJFmv3kDVA74=,13,1937,149.0,30.0,0,0,38,0.0,1.0,27.0,9.0,2016.0,1.0,21.0,465.0,24684.0,60.187647026421686,6890433.351913452,421.0,0.2354029663121237,410.1173100850895,16366.82467516676,53,-23,0,1,0
bSoRhTaZ/cD+oofRqNSlYNUrpmeD/ore9cG3vLekcQg=,20,3011,150.55,28.65,1,1,39,7.450000000000017,5.0,22.0,3.0,2012.0,8.0,28.0,1706.0,4812.0,17.08418323764839,1687527.5879086256,392.0,0.4330262901237514,281.66387098665035,4304.917206274116,47,-17,1,0,1
6D7mxHsVWpJYT9BYxbNgRx+dZclmPutq8XqiY7Vh+7g=,17,2533,149.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,10.0,9.0,569.0,1634.0,7.408071416678411,656585.3079299927,223.0,0.2542795996637674,220.5699300660012,2944.328603079402,48,-17,0,1,0
EEIW5vNzOi3B8Vm0y+/EONH7zczITYhjFX10WUUM228=,19,1881,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,9.0,7.0,601.0,4281.0,30.15207234322247,1486721.0913162231,217.0,0.3208176883315009,141.9802437280845,6851.248953012597,54,-23,0,1,0
MqxTOizPULGf3micLbhM3Hg7XI6zTDlEN+48lZB1vJo=,24,3427,142.79166666666666,28.75,0,1,40,0.0,5.0,42.0,3.0,2014.0,2.0,28.0,1157.0,37233.0,63.90598181357296,10146384.204304695,585.0,0.1143452555973576,582.6214247423994,17344.246206602107,35,-5,1,0,0
NU56UR4fC2rqkGv4EG8IaYTGJZ4nldK++xwdM3wgxB0=,23,3427,149.0,22.17391304347826,0,1,34,38.8695652173913,4.0,38.0,9.0,2006.0,7.0,12.0,3945.0,21242.0,44.27967197435645,6843749.001480103,733.0,0.3834544572714499,479.7234093122396,9336.628796881056,30,0,1,0,0
DubM2jEkfi9YoqecP0rdOvtNqAncz98P6JwiW4o7e1A=,7,693,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,9.0,18.0,224.0,2532.0,18.5098027117776,812355.7727203369,153.0,0.2052604429982969,136.7923079194051,5309.514507354195,44,-13,0,1,0
DTkM8gQqXtPqjOP+k+WyJBbq74KpE9tToqoLOq8vo0w=,15,1485,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,1.0,9.0,477.0,7.0,3.9999800001,1805.060962677002,2.0,0.1249998437501953,1.7500043749671876,902.5259687086574,52,-21,0,1,0
Hy4vBxoi7DNMo2QSxsS4ervzfeXTroosVZdqtwjxX8Y=,14,1386,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,2.0,17.0,438.0,2475.0,16.23664060165494,1022722.6157871484,262.0,0.3913043471692054,152.4329161673118,3903.521285312732,44,-13,0,1,0
hu5GhpDTJXPNLLRY6ZPM+a44L2+LQJ/IMITq3a/yE7c=,4,396,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2013.0,10.0,10.0,1298.0,606.0,19.532254914152432,288827.2660217285,62.0,0.3878241240821639,31.02558779862301,4658.503539301501,47,-16,0,1,0
o2aA0uJQ0ZsWFQRyrHKFvN5FRQ4vD5GPJN7/BhUz7iw=,17,1683,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,46,-15,0,1,0
r4cabhXrOATJ36fHJTu+M1n+f30jl5h14ynjc9XPF00=,14,1386,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2013.0,8.0,24.0,1345.0,281.0,7.962262648629689,83203.21727609634,53.0,0.4764930053812833,35.29143152971034,1569.8717278750769,41,-10,0,1,0
Ps8Y242BRrkfezQW8DR5GsAHIiLZEJ4jEYZFP487+8Q=,24,3576,149.0,28.791666666666668,0,1,40,6.208333333333343,4.0,22.0,9.0,2015.0,4.0,2.0,759.0,6112.0,33.299143876104964,1672537.666718006,234.0,0.2499717351611399,183.5482073430668,7147.596560863421,59,-29,0,0,0
WGJeuEYTP7lAsNkHmlf5ZLGlF5XZHtBGkJnurYhzLz0=,27,4023,149.0,30.14814814814815,0,1,40,0.0,13.0,40.0,9.0,2011.0,10.0,23.0,2016.0,6381.0,31.531308699595662,2561135.568677902,527.0,0.572845658138853,202.3702231039841,4859.839696545551,40,-7,1,0,0
hrXEWv6KAqY4+mDfRMCpZ3vxEgZRCxI0fpxnpEaNgVE=,27,3874,143.4814814814815,29.03703703703704,0,1,40,0.0,13.0,32.0,3.0,2013.0,4.0,25.0,1466.0,4257.0,22.696516283755408,1335525.2648341656,201.0,0.2487223164802194,187.5617416858572,6644.403972090178,47,-14,0,0,0
FXoOzrYOh4TUi52ZkD7gYeNyYMVYUPIg352Qz0WzSH0=,12,1188,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,35,-4,0,1,0
eC76TAtZ+DZRpnJGJC/XN7BP0d7lEfyzE4V5rstWrwA=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,5.0,24.0,9.0,2008.0,12.0,3.0,3070.0,9755.0,21.18196423217449,3181395.015575409,621.0,0.346463741972659,460.5330878546053,5123.019266256387,30,27,0,0,0
01j/sa8CjUkQvwspn/U+oja1GP+yGy8GLw68XrjxDlA=,10,1290,129.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2013.0,10.0,22.0,1286.0,1237.0,10.775999137920069,409268.1902999878,125.0,0.1689850583772021,114.79203331844607,3274.1452604682813,51,-20,0,1,0
zn7uDD8e331PW/FRipTDDFQ9XbVkfltYTokfA63yy6c=,22,3278,149.0,30.0,0,1,40,0.0,13.0,42.0,9.0,2009.0,11.0,16.0,2722.0,6600.0,19.611267053203747,2173021.039417267,355.0,0.1571030638918071,336.5410616603271,6121.185854099742,47,-14,0,0,0
fuC1jThc4XsNN3Cj/RoyWbtU1eJPiPkhZHmuqFLbT9E=,6,594,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,10.0,18.0,194.0,41.0,40.99959000409996,6439.6748046875,1.0,0.0,1.0000097560927423,6439.610408583414,43,-12,0,1,0
kElSJ3TLtvCZNDa/w8z8LInNtKvc5NCzI3OZ99ocguw=,3,4470,1490.0,338.3333333333333,0,0,13,0.0,5.0,26.0,9.0,2008.0,5.0,17.0,3270.0,28670.0,63.43434251898496,8578429.082674026,693.0,0.3912163680598035,451.9633110690221,12378.685366359558,73,345,0,0,1
6DbZTv00pf3ws0oFV4QP7Pw3bONvPKCgknLWFAUEg8E=,10,990,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,2.0,1.0,454.0,2320.0,16.360974811659766,852096.1185760498,205.0,0.345872979982578,141.8007550710906,4156.566229318963,30,0,0,1,0
9/8FzWqY8U+1fqVH2zOg/3ZsaZPyEfgMMAenq9O2BoE=,23,3427,149.0,22.17391304347826,0,1,34,38.8695652173913,22.0,30.0,9.0,2006.0,7.0,11.0,3946.0,8364.0,15.300826193374776,2993339.763622045,605.0,0.2344913149546438,546.6367912376967,4947.668949000588,30,0,0,0,0
FYzZB9VXQSfAcDKdwoALDK271c3PnASsZct1OQCgu5o=,3,2118,706.0,156.66666666666666,0,0,36,0.0,21.0,37.0,9.0,2008.0,5.0,13.0,3274.0,15071.0,25.316497464091,4137496.167236328,297.0,0.0893570229241524,595.3032827050394,13930.963056992248,63,-33,0,0,0
EZNNEqMVzJLvTNIhPKj3zv9Luot0L1hez9tQFbLRbfg=,23,3427,149.0,22.17391304347826,0,1,34,38.8695652173913,18.0,27.0,9.0,2004.0,10.0,30.0,4565.0,15280.0,24.81801757084653,4691371.935917616,555.0,0.2894986181249512,615.6814821960006,8452.922254753863,30,0,0,0,0
v31+aBSEyHf/W+eHyb+u8A6XTKNx8/30eWyl+guDZXA=,11,1884,171.27272727272728,45.0,0,1,41,0.0,13.0,48.0,7.0,2014.0,4.0,21.0,1105.0,37844.0,42.88870898566599,9950642.667022703,620.0,0.0786399666067213,882.3765525066858,16049.423397626568,49,-18,0,0,0
zPncBEruET6Z1okzpaE+U0cyOidJmDl1t/iRVKDyHRc=,18,1782,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,10.0,9.0,569.0,33987.0,71.296064776479,10273604.282043455,483.0,0.2007311977279049,476.7022603495769,21270.401799874617,52,-21,0,1,0
+RGcrOQ1SCv+j6dfl+rWZuUng9nQRGWxOsW0kavXy9E=,15,1485,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,1.0,6.0,480.0,2084.0,10.061068318279837,839355.3886394501,262.0,0.2538602453445165,207.13485513909663,3203.646399248039,55,-24,0,1,0
uv9OPL/AssD+3yzd0icBqcuLPFZCIYOrXTolKyTq9is=,8,1192,149.0,26.25,0,0,38,18.625,22.0,19.0,9.0,2009.0,12.0,2.0,2706.0,1202.0,19.05784966464052,478034.39646959305,121.0,0.4353932568981978,63.071090938410094,3950.697164980342,95,-65,1,0,1
LUP2G6AnU1mcHPAqL5TeaL9IwyY/iJHDmC3hgrWJFdk=,13,1289,99.15384615384616,30.0,1,1,41,0.0,1.0,27.0,7.0,2013.0,11.0,23.0,1254.0,2137.0,26.602092848057964,1067515.7707061768,191.0,0.4752221454627099,80.331995263901,5589.087512121998,36,-5,0,1,0
PTLd/PzbuSjBVTZffSwyQ1uhNyLBAwMkDA8b1NvhQnU=,13,1788,137.53846153846155,28.23076923076923,0,0,38,0.0,13.0,49.0,3.0,2013.0,4.0,29.0,1462.0,9386.0,22.49264623188801,2606959.0860300064,272.0,0.1682410422082727,417.2917552838156,9584.40805215414,30,27,0,0,0
aOgXaZD0GFdPUjTV9gYVHVCYWH0+Tx6f4ac/QMPTArQ=,17,1683,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2013.0,7.0,5.0,1395.0,1881.0,16.879998649600108,581165.3896903992,125.0,0.152562111208998,111.43359218862494,4649.322745577374,48,-17,0,1,0
J2PV2WvprcqhHd3Jnua2Agms1/XQtrDHB82xb75Ct+c=,5,869,173.8,30.0,0,0,36,0.0,22.0,21.0,3.0,2013.0,8.0,25.0,1344.0,2503.0,26.911108120987983,696846.53855896,90.0,0.2436170206286781,93.00988493851952,7742.738457017504,53,-23,1,0,1
BffHibVP6YoKpO9op5H0AO2aj9+oxnQWEV/1ssuIP/A=,16,2384,149.0,30.0,0,1,37,0.0,5.0,29.0,9.0,2015.0,12.0,9.0,508.0,1194.0,19.818814640459426,1167811.681251526,287.0,0.5461027377311575,60.24575229161127,4069.030106485104,52,-19,0,1,0
cs2UU2jW6QcPgzIqhw0qDMJRmisInfhj4nEgs3JRmjE=,27,4023,149.0,28.88888888888889,0,1,41,5.518518518518505,1.0,27.0,7.0,2012.0,3.0,29.0,1858.0,2288.0,13.386934000656582,740971.5454788208,199.0,0.2678436311025381,170.91279383015134,3723.474915799355,30,1,0,1,0
j4+rU5+2z30FPeBoRg5FqhjpwcMHUSpobK6J8RSDpgE=,16,1584,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,12.0,17.0,500.0,1854.0,21.61052404099747,584469.2920379639,95.0,0.1880664645465767,85.79149392989392,6152.307689630389,44,-13,0,1,0
MIzivfR3zZsFXmvrrqlxSmmOjIHGUvVK3rbDuooeorg=,2,3576,1788.0,410.0,0,0,32,0.0,4.0,23.0,9.0,2010.0,6.0,18.0,2508.0,9829.0,18.76396362587453,3057006.8930124044,555.0,0.162647434330518,523.8229490179162,5508.120428704866,66,347,1,0,0
v60IeB9w5FWl0iKh63E+mdFahlHd++k/t9FyjDrunHE=,23,3427,149.0,22.17391304347826,0,1,34,38.8695652173913,5.0,58.0,9.0,2010.0,2.0,9.0,2637.0,2271.0,27.91666434027797,800352.5158691406,120.0,0.3181222126458898,81.34923137042216,6669.603743109193,30,0,1,0,0
rM6RgjfEJvsnTIIWa2uSr64da/sWy4uU824fa7u8qIs=,16,1846,115.375,30.0,2,1,41,-18.625,1.0,27.0,7.0,2013.0,7.0,22.0,1378.0,1053.0,6.199999173333444,363796.2135620117,75.0,0.1724875254990197,169.83845838954673,4850.615534078085,58,-28,0,1,0
02Vb8LpAIoYDMVDLz+fvC5B77hQCp7u253QFmk8G6Hg=,21,2079,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,7.0,17.0,653.0,1456.0,10.338623791607208,482443.2920751572,189.0,0.3042310265136634,140.8309868932552,2552.609875920944,45,-14,0,1,0
tjo5M8GFhaTEgJ/QYRssdChVcZ5ukf04yW+e3vKcP40=,17,1683,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,11.0,23.0,524.0,17384.0,60.65055536615037,4516443.256828308,269.0,0.0456700379026179,286.62552269796595,16789.751259965786,38,-7,0,1,0
XWwQHKh/b3kgsbFuX5hol8OdZcDyltxx/l/bLGcaYkU=,5,900,180.0,30.0,0,0,36,0.0,5.0,26.0,9.0,2008.0,8.0,18.0,3177.0,651.0,9.537498807812648,232089.84295654297,80.0,0.2950819649095865,68.25681769926477,2901.1226743164525,65,-5,1,0,0
GizmhrtU451QjheJnOr0iJkEnsDd7cggFFamyhro8bk=,14,1386,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2016.0,2.0,20.0,435.0,27.0,5.599996266669156,11523.931076049805,15.0,0.5130434336483971,4.821423176024303,768.2615595622806,41,-10,0,1,0
/P1HlPTpBsMpzSaSF1NBH2nnN2JzU0hdsLjZQ6ugcWI=,15,1485,99.0,30.0,1,1,41,0.0,1.0,27.0,7.0,2016.0,1.0,7.0,479.0,406.0,22.615367218948293,140635.97179412842,13.0,0.0633484148563707,17.95238682376843,10818.143354822683,76,-55,0,1,1
ffd8CwSRKomuNYX0EmTmZD+1xlQRqNqMJ1NZ+CyMni8=,17,1683,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,11.0,18.0,529.0,824.0,16.758061813215836,261929.56747627255,62.0,0.2991040640999031,49.17033470104675,4224.669761767338,43,-12,0,1,0
FA9nWAy7koRkFlxfSaIVyCeI6K/ydxeY7BsyAChLr0I=,6,1080,180.0,30.0,0,0,36,0.0,1.0,27.0,4.0,2016.0,10.0,10.0,202.0,22057.0,100.18451784615964,5571346.635253906,168.0,0.0524498793559396,220.1637365988296,33162.77561682232,46,-16,0,1,0
ocw5Y6Lg98yTYHMPwFcGps+1JQZGcHnUqaupez6dznU=,9,891,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2012.0,1.0,31.0,1916.0,1830.0,15.528088142911445,532270.2235183716,89.0,0.1319238895056072,117.85087801208884,5980.563637221744,30,0,0,1,0
oBVGFfaDtWyaCBOWEtcO322fn80rr4FwQPLeEUSSwMU=,28,3872,138.28571428571428,30.0,1,1,41,0.0,1.0,27.0,7.0,2013.0,1.0,23.0,1558.0,2393.0,17.480445950813074,663560.5199737549,179.0,0.299408574915208,136.8957426930671,3707.041803929256,45,-14,0,1,0
7aqeGr+Drr5CP7ZWNVON/1D3+6C8XOwH8pczidponEI=,15,1975,131.66666666666666,30.0,1,1,41,0.0,1.0,27.0,7.0,2016.0,2.0,19.0,436.0,21134.0,43.0897424848784,5941840.24697876,390.0,0.1023793227978665,490.4646413881493,15235.487422112528,57,-27,0,1,0
Oh7Xd7R0ehPl5jRvJHdxfXWt/oJt5F/6jeRPg6kzfLA=,8,792,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,54,-23,0,1,0
tdT97q/iBcz84NMSkGCVdPiYMPQnsKyDsS1tJpqneWg=,21,2079,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2014.0,7.0,16.0,1082.0,4594.0,21.229681228633176,1541897.1993789673,243.0,0.2453183517728015,216.86804528299223,6247.363311328739,42,-11,0,1,0
m0CLXFoSjuoDtm4ksbR11fcC0BMbo4MEmd5klmEvLPI=,3,447,149.0,30.0,0,0,38,0.0,4.0,23.0,4.0,2017.0,1.0,10.0,110.0,1254.0,20.35416242621616,316143.88983154297,48.0,0.096812987992706,61.60898973150335,6586.329666005131,39,-9,1,0,0
6n0fWZLOmW7mzxL+c/+68oSpeYS5nRUMRGiz/WqKVjg=,21,3129,149.0,28.714285714285715,0,1,39,7.095238095238102,15.0,20.0,3.0,2014.0,7.0,16.0,1019.0,16870.0,22.821935189394384,5199266.157279968,775.0,0.3120536522341658,739.2007937973525,6708.730438958276,30,2,1,0,0
hZKNdvxeBxZFol4dtZhAegZ5mGAFKtXOqZpjwWChEUA=,6,4296,716.0,156.66666666666666,1,1,36,0.0,13.0,37.0,9.0,2007.0,6.0,4.0,3618.0,82492.0,61.06961096292355,21745497.452583317,747.0,0.0848773563510288,1350.7861797616586,29110.43796717394,50,363,1,0,1
46vCJNZK39g1644A+4YD2tDyVEDFTUGwtUIQfqkPp6E=,4,396,99.0,30.0,0,1,23,-50.0,1.0,27.0,9.0,2017.0,1.0,10.0,110.0,1012.0,30.20929530016388,323441.27655029297,43.0,0.3394854567142871,33.49961178996427,7521.888403056021,30,0,0,1,0
S4WW6X/jIGaG3sNNaQYy33LgxnUptws7Xo8d6N9BkvA=,17,1683,99.0,30.0,0,1,41,0.0,1.0,27.0,7.0,2015.0,11.0,21.0,526.0,638.0,8.62499865234396,230145.3069229126,64.0,0.3338762187795096,73.97094028730221,3596.019858792406,40,-9,0,1,0
